Row ID,Site ID,Location,Road Name,Enforced Speed Limit,Month End Date,Deployment Hours,1-5 Over Speed Limit,6-10 Over Speed Limit,11-15 Over Speed Limit,16-20 Over Speed Limit,21-50 Over Speed Limit,51+ Over Speed Limit,Total Speeding Tickets,Latitude,Longitude
2019-05-31-2781-60,2781,NB 149 St. Between 80 - 84 Ave,NB 149 St. Between 80 - 84 Ave,60,5/31/2019 0:00,42.6833,0,0,78,13,4,0,95,53.515828,-113.5779
2019-02-28-4030-30,4030,SB Riverbend Rd btwn 56 - 53 Ave,SB Riverbend Rd between 56 - 53  Ave,30,2/28/2019 0:00,26.9333,0,28,70,26,3,0,127,53.4921,-113.578251
2019-02-28-2671-50,2671,SB 163 St between 93 - 92 Ave,163 St SB between 93 - 92 Ave,50,2/28/2019 0:00,8.8333,0,2,3,0,1,0,6,53.52754,-113.602748
2019-01-31-4029-30,4029,NB Riverbend Rd btwn 53 - 56 Ave,NB Riverbend Rd between 53 - 56 Ave,30,1/31/2019 0:00,23.3833,0,24,64,31,6,0,125,53.49211,-113.578251
2019-01-31-2449-50,2449,EB Sask. Drive between 107 - 105 St,EB Sask. Drive between 107 - 105 St,50,1/31/2019 0:00,48.65,0,15,46,9,4,0,74,53.523128,-113.503379
2019-07-31-2802-50,2802,WB Whitemud Dr between 50 - 75 St,WB Whitemud Dr between 50 - 75 St,50,7/31/2019 0:00,49.9008,0,61,222,189,237,0,709,53.486309,-113.430419
2019-05-31-4070-30,4070,SB Mill Woods Rd S of Lakewood  Rd N - 28 Ave,SB Mill Woods Rd S of Lakewood  Rd N - 28 Ave,30,5/31/2019 0:00,11.75,0,17,38,8,7,0,70,53.460345,-113.44832
2019-02-28-2727-60,2727,EB 111 Ave between 113 - 110 St,EB 111 Ave between 113 - 110 St,60,2/28/2019 0:00,8.5,0,0,4,0,0,0,4,53.558828,-113.512997
2019-06-30-2603-60,2603,WB 137 Ave between 58 - 63 St,137 Ave WB between 58 - 63 St,60,6/30/2019 0:00,52.3833,0,0,189,43,19,0,251,53.599609,-113.43471
2019-02-28-2729-50,2729,EB  Princess Elizabeth Ave between 106 - 102 St,EB Princess Elizabeth Ave between 106 - 102 St,50,2/28/2019 0:00,103.35,0,78,157,44,4,0,283,53.568061,-113.499161
2019-06-30-4116-30,4116,SB 76 St btwn south of 40 Ave - 38 Ave,SB 76 St btwn south of 40 Ave - 38 Ave,30,6/30/2019 0:00,13.6833,0,11,32,17,21,0,81,53.4749,-113.450328
2019-03-31-2723-50,2723,NB 95 St between 112 - 114 Ave,NB 95 St between 112 - 114 Ave,50,3/31/2019 0:00,12,0,7,6,1,0,0,14,53.562659,-113.48715
2019-03-31-7137-100,7137,WB Anthony Henday Dr at 91 St,WB Anthony Henday Dr at 91 St,100,3/31/2019 0:00,12.3667,0,0,38,59,17,0,114,53.437619,-113.467849
2019-06-30-7087-80,7087,SB Whitemud Dr between Fox Dr - 53 Ave,SB Whitemud Dr between Fox Dr - 53 Ave,80,6/30/2019 0:00,5.5,0,0,25,35,13,0,73,53.497912,-113.572119
2019-01-31-2781-60,2781,NB 149 St. Between 80 - 84 Ave,NB 149 St. Between 80 - 84 Ave,60,1/31/2019 0:00,17.5,0,0,37,7,2,1,47,53.515828,-113.5779
2019-04-30-2794-50,2794,SB 156 St between 99 - 98 Ave,SB 156 St between 99 - 98 Ave,50,4/30/2019 0:00,77.0833,0,115,248,35,5,0,403,53.536832,-113.59031
2019-03-31-2610-60,2610,NB 75 St between 92A - 94B Ave,75 St NB between 92A - 94B Ave,60,3/31/2019 0:00,91.8167,0,0,238,40,17,0,295,53.530048,-113.44289
2019-01-31-4080-30,4080,SB 145 St btwn 89A - 88 Ave,SB 145 St btwn 89A - 88 Ave,30,1/31/2019 0:00,2.5,0,1,2,0,0,0,3,53.52125,-113.57028
2019-06-30-2561-50,2561,NB 105 St between 97 - 98 Ave,105 St NB between 97 - 98 Ave,50,6/30/2019 0:00,40.8,0,95,175,42,30,1,343,53.534821,-113.501079
2019-05-31-2671-50,2671,SB 163 St between 93 - 92 Ave,163 St SB between 93 - 92 Ave,50,5/31/2019 0:00,15.7167,0,6,11,2,0,0,19,53.52754,-113.602748
2019-07-31-2706-50,2706,WB 101 Ave between 63 - 70 St,WB 101 Ave between 63 - 70 St,50,7/31/2019 0:00,16.5,0,0,16,2,2,0,20,53.541191,-113.432358
2019-06-30-7221-60,7221,SB St Albert Tr btwn 134 - 132 Ave,SB St Albert Tr between 134 - 132 Ave,60,6/30/2019 0:00,77.1,0,0,1583,299,90,1,1973,53.593482,-113.568797
2019-04-30-4109-30,4109,NB 65 St btwn 104 - 106 Ave,NB 65 St btwn 104 - 106 Ave,30,4/30/2019 0:00,11.2,0,30,55,21,5,0,111,53.547961,-113.431241
2019-04-30-2555-50,2555,EB Millwoods Rd S between Knottwood Rd E - 69 St,EB Millwoods Rd S between Knottwood Rd E - 69 St,50,4/30/2019 0:00,1.5,0,2,1,0,0,0,3,53.445878,-113.441229
2019-03-31-2445-50,2445,NB 142 St btwn 104A - 105 Ave,142 St NB btwn 104A-105 Ave,50,3/31/2019 0:00,25.75,0,25,54,13,2,0,94,53.547252,-113.565749
2019-04-30-7220-50,7220,SB Sask Dr Btwn 87 - University Ave,SB Sask Dr between 87 - University Ave,50,4/30/2019 0:00,34.05,0,0,577,99,11,0,687,53.520902,-113.538858
2019-01-31-4157-30,4157,SB Capilano St Btwn 65 - 59 St,SB Capilano St Btwn 65 - 59 St,30,1/31/2019 0:00,3,0,0,0,1,0,0,1,53.55478,-113.42478
2019-06-30-7075-70,7075,WB Yellowhead Tr at 7710 Yellowhead Tr,WB Yellowhead Tr at 7710 Yellowhead Tr,70,6/30/2019 0:00,76.9333,0,0,280,437,177,1,895,53.582509,-113.459589
2019-01-31-4120-30,4120,WB 132 Ave E of 69 - 72 St,WB 132 Ave E of 69 - 72 St,30,1/31/2019 0:00,3.5,0,2,1,2,0,0,5,53.592261,-113.44997
2019-03-31-2781-60,2781,NB 149 St. Between 80 - 84 Ave,NB 149 St. Between 80 - 84 Ave,60,3/31/2019 0:00,51.1667,0,0,130,30,2,0,162,53.515828,-113.5779
2019-05-31-7085-90,7085,NB Gateway Blvd - South of Anthony Henday Dr.,Gateway Blvd NB - South of Anthony Henday Dr.,90,5/31/2019 0:00,11.5,0,0,24,64,31,0,119,53.434874,-113.490021
2019-06-30-7137-100,7137,WB Anthony Henday Dr at 91 St,WB Anthony Henday Dr at 91 St,100,6/30/2019 0:00,7.4667,0,0,11,24,7,0,42,53.437619,-113.467849
2019-03-31-7013-100,7013,EB Anthony Henday Dr. @ Ray Gibbon Dr,AHD EB @ Ray Gibbon Dr,100,3/31/2019 0:00,54.6167,0,0,108,222,102,0,432,53.59114,-113.646139
2019-07-31-2609-60,2609,EB 137 Ave between 136A - 136 St,EB 137 Ave between 136A - 136 St,60,7/31/2019 0:00,4,0,0,11,0,0,0,11,53.599378,-113.556209
2019-04-30-4070-30,4070,SB Mill Woods Rd S of Lakewood  Rd N - 28 Ave,SB Mill Woods Rd S of Lakewood  Rd N - 28 Ave,30,4/30/2019 0:00,8.1667,0,9,36,18,11,0,74,53.460345,-113.44832
2019-01-31-2718-50,2718,NB 97 St between 115 -117 Ave,NB 97 St between 115 -117 Ave,50,1/31/2019 0:00,51.55,0,53,129,23,8,0,213,53.567301,-113.491782
2019-06-30-4166-30,4166,WB 114 Ave btwn 36 - 38 St,WB 114 Ave Btwn 36 - 38 St,30,6/30/2019 0:00,3.5,0,3,6,0,1,0,10,53.566802,-113.398153
2019-06-30-2797-50,2797,SB Meadowlark Rd between 90 - 88A Ave,SB Meadowlark Rd between 90 - 88A Ave,50,6/30/2019 0:00,34.9167,0,39,79,12,2,0,132,53.522569,-113.593742
2019-04-30-2469-50,2469,EB 132 Ave between 123 - 121 St,132 Ave EB between 123 - 121 St,50,4/30/2019 0:00,33.5833,0,24,75,10,2,0,111,53.592169,-113.531959
2019-02-28-2612-50,2612,EB 112 Ave between 78 - 76 St,EB 112 Ave between 78 - 76 St,50,2/28/2019 0:00,4,0,2,4,0,0,0,6,53.561208,-113.45931
2019-02-28-7017-100,7017,SB Anthony Henday Dr. @ Yellowhead Tr,Anthony Henday Dr. SB @ Yellowhead Tr.,100,2/28/2019 0:00,51.8167,0,0,32,53,22,0,107,53.572988,-113.66199
2019-05-31-7016-80,7016,WB Whitemud Dr. east of 17 St,WB Whitemud Dr east of 17 Street,80,5/31/2019 0:00,43.7333,0,0,173,303,121,1,598,53.48261,-113.362748
2019-07-31-2719-50,2719,WB 107 Ave between 110 - 113 St,WB 107 Ave between 110 - 113 St,50,7/31/2019 0:00,18.5833,0,10,22,8,2,0,42,53.55141,-113.513022
2019-02-28-4060-30,4060,EB 139 Ave btwn 34 - 30 St,EB 139 Ave btwn 34 - 30 St,30,2/28/2019 0:00,2.7667,0,1,0,0,0,0,1,53.603022,-113.390912
2019-04-30-2703-50,2703,WB 114 Ave between 46 - 48 St,WB 114 Ave between 46 - 48 St,50,4/30/2019 0:00,2,0,3,1,1,0,0,5,53.566789,-113.41377
2019-06-30-2468-50,2468,WB 132 Ave between 119 - 121 St,132 Ave WB between 119 - 121 St,50,6/30/2019 0:00,23.0667,0,16,33,5,2,0,56,53.592159,-113.528601
2019-02-28-7155-60,7155,SB St Albert Tr between 134 - 132 Ave,SB St Albert Tr between 134 - 132 Ave,60,2/28/2019 0:00,45.9833,0,0,7,15,4,0,26,53.59348,-113.5688
2019-02-28-7121-100,7121,SB Anthony Henday Dr south of 100 Ave,Anthony Henday Dr SB south of 100 Ave,100,2/28/2019 0:00,18,0,0,43,83,22,0,148,53.533539,-113.659522
2019-06-30-4124-30,4124,SB 184 St btwn 57 Ave - N of 52 Ave,SB 184 St btwn 57 Ave - N of 52 Ave,30,6/30/2019 0:00,10.3833,0,18,29,13,16,0,76,53.489977,-113.641307
2019-06-30-2518-50,2518,SB 109 St between 110 - 108 Ave,109 St SB between 110 - 108 Ave,50,6/30/2019 0:00,48.85,0,53,75,11,2,0,141,53.554806,-113.50853
2019-05-31-4119-30,4119,SB 106 St btwn 42 - 40 Ave,SB 106 St btwn 42 - 40 Ave,30,5/31/2019 0:00,24.8833,0,62,174,119,64,0,419,53.47655,-113.504469
2019-07-31-2727-60,2727,EB 111 Ave between 113 - 110 St,EB 111 Ave between 113 - 110 St,60,7/31/2019 0:00,26.7833,0,0,51,8,4,0,63,53.558828,-113.512997
2019-05-31-2568-50,2568,SB 101 St between 117 -115 Ave,101 St SB between 117 - 115 Ave,50,5/31/2019 0:00,5.4167,0,5,8,0,0,0,13,53.567299,-113.493714
2019-07-31-7176-50,7176,SB 189 St between 95 - 91 Ave,SB 189 St between 95 - 91 Ave,50,7/31/2019 0:00,6.75,0,7,10,4,1,0,22,53.528066,-113.648603
2019-02-28-2445-50,2445,NB 142 St btwn 104A - 105 Ave,142 St NB btwn 104A-105 Ave,50,2/28/2019 0:00,14.0333,0,10,7,0,0,0,17,53.547252,-113.565749
2019-06-30-4103-30,4103,WB 93A Ave btwn 58 - 67A St,WB 93A Ave btwn 58 St - 67A St,30,6/30/2019 0:00,1.5,0,1,0,0,0,0,1,53.530438,-113.427433
2019-04-30-2701-50,2701,EB 112 Ave btwn 55 - 53 St,EB 112 Ave btwn 55 - 53 St,50,4/30/2019 0:00,9.8,0,26,39,7,1,0,73,53.56726,-113.424608
2019-06-30-2670-50,2670,EB 118 Ave between 78 St - Wayne Gretzky Dr,118 Ave EB between 78 St - Wayne Gretzky Dr,50,6/30/2019 0:00,73.9167,0,186,558,137,38,0,919,53.570282,-113.45725
2019-05-31-2752-50,2752,WB 95 Ave between 165 - 167 St,WB 95 Ave between 165 - 167 St,50,5/31/2019 0:00,6.45,0,0,6,0,0,0,6,53.531696,-113.608926
2019-03-31-4054-30,4054,SB 106 St btwn 42 - 40 Ave,SB 106 St btwn 42 - 40 Ave,30,3/31/2019 0:00,10.8667,0,39,83,38,23,0,183,53.47655,-113.504469
2019-07-31-7016-80,7016,WB Whitemud Dr. east of 17 St,WB Whitemud Dr east of 17 Street,80,7/31/2019 0:00,49.85,0,0,207,366,141,1,715,53.48261,-113.362748
2019-04-30-4166-30,4166,WB 114 Ave btwn 36 - 38 St,WB 114 Ave Btwn 36 - 38 St,30,4/30/2019 0:00,6,0,6,13,2,2,0,23,53.566802,-113.398153
2019-02-28-4074-30,4074,EB 94B Ave btwn 73 St - Ottewell Rd,,30,2/28/2019 0:00,2.6667,0,0,2,0,0,0,2,53.532297,-113.437867
2019-05-31-4171-30,4171,WB Hemingway Rd btwn 201 - 204 St,WB Hemmingway Rd Btwn 201-204 St,30,5/31/2019 0:00,3.9167,0,2,8,2,1,0,13,53.487871,-113.67022
2019-07-31-2637-30,2637,NB 114 St between 51 - 53 Ave,NB 114 St between 51 - 53 Ave,30,7/31/2019 0:00,26.5,0,23,75,23,7,0,128,53.488982,-113.524011
2019-04-30-7085-90,7085,NB Gateway Blvd - South of Anthony Henday Dr.,Gateway Blvd NB - South of Anthony Henday Dr.,90,4/30/2019 0:00,7.5667,0,0,9,28,10,0,47,53.434874,-113.490021
2019-06-30-2720-50,2720,EB 107 Ave between 113 - 110 St,EB 107 Ave between 113 - 110 St,50,6/30/2019 0:00,23.7,0,13,35,6,2,0,56,53.551409,-113.513023
2019-02-28-2587-50,2587,EB 51 Ave between 116 - 114 St,51 Ave EB between 116 - 114 St,50,2/28/2019 0:00,27.5,0,7,19,4,0,0,30,53.488219,-113.527821
2019-06-30-2802-50,2802,WB Whitemud Dr between 50 - 75 St,WB Whitemud Dr between 50 - 75 St,50,6/30/2019 0:00,41,0,59,255,148,250,1,713,53.486309,-113.430419
2019-06-30-4189-30,4189,SB 91 St S of 88 - 86 Ave,SB 91 St S of 88 - 86 Ave,30,6/30/2019 0:00,16.2667,0,22,79,27,8,0,136,53.522559,-113.46744
2019-05-31-2449-50,2449,EB Sask. Drive between 107 - 105 St,EB Sask. Drive between 107 - 105 St,50,5/31/2019 0:00,64.8167,0,40,69,12,7,0,128,53.523128,-113.503379
2019-01-31-2585-50,2585,EB 41 Ave between 97 - 92 St,EB 41 Ave between 97 - 92 St,50,1/31/2019 0:00,0.55,0,0,0,0,1,0,1,53.476477,-113.474797
2019-03-31-4115-30,4115,NB 76 St btwn 38 Ave south of 40 Ave,NB 76 St btwn 38 Ave south of 40 Ave,30,3/31/2019 0:00,6.0167,0,5,18,9,6,0,38,53.4749,-113.450329
2019-01-31-7063-50,7063,NB Groat Rd btwn Victoria Pk Rd-S of 107 Ave,NB Groat Rd btwn Victoria Pk Rd-S of 107 Ave,50,1/31/2019 0:00,2,0,7,6,0,1,0,14,53.545282,-113.542468
2019-03-31-2802-50,2802,WB Whitemud Dr between 50 - 75 St,WB Whitemud Dr between 50 - 75 St,50,3/31/2019 0:00,36.1833,0,42,136,97,132,0,407,53.486309,-113.430419
2019-05-31-4040-30,4040,EB 38 Ave btwn Grand Meadow Cres - W of 55 St,EB 38 Ave btwn Grand Meadow Cres - W of 55 St,30,5/31/2019 0:00,2.6667,0,0,4,0,0,0,4,53.472753,-113.426622
2019-03-31-7122-100,7122,NB Anthony Henday Dr north of Stony Plain Rd,NB Anthony Henday Dr north of Stony Plain Rd,100,3/31/2019 0:00,15.2833,0,0,53,95,23,0,171,53.54679,-113.658699
2019-05-31-7220-50,7220,SB Sask Dr Btwn 87 - University Ave,SB Sask Dr between 87 - University Ave,50,5/31/2019 0:00,72.0333,0,0,1922,280,74,0,2276,53.520902,-113.538858
2019-05-31-2795-60,2795,NB 159 St between Whitemud Dr - 87 Ave,NB 159 St between Whitemud Dr - 87 Ave,60,5/31/2019 0:00,9.9167,0,0,10,3,3,0,16,53.515775,-113.596704
2019-02-28-2765-50,2765,EB 95 Ave between 163 - 160 St,EB 95 Ave between 163 - 160 St,50,2/28/2019 0:00,53.65,0,0,59,9,0,0,68,53.531582,-113.59981
2019-04-30-6005-50,6005,SB Millwoods Rd between 28 - 23 Ave,SB Millwoods Rd between 28 - 23 Ave,50,4/30/2019 0:00,1.3333,0,3,7,0,1,0,11,53.455919,-113.4481
2019-04-30-2587-50,2587,EB 51 Ave between 116 - 114 St,51 Ave EB between 116 - 114 St,50,4/30/2019 0:00,21.7,0,12,20,4,1,0,37,53.488219,-113.527821
2019-06-30-2570-60,2570,EB Ellerslie Rd SW between 109 St SW-Calgary Tr,EB Ellerslie Rd SW between 109 St SW-Calgary Tr,60,6/30/2019 0:00,11,0,0,58,10,5,0,73,53.424792,-113.501893
2019-03-31-4120-30,4120,WB 132 Ave E of 69 - 72 St,WB 132 Ave E of 69 - 72 St,30,3/31/2019 0:00,2,0,0,1,0,1,0,2,53.592261,-113.44997
2019-06-30-2504-50,2504,EB 82 Ave between 98 - 97 St,82 Ave EB between 98 - 97 St,50,6/30/2019 0:00,61.7833,0,71,129,21,3,0,224,53.517987,-113.481252
2019-05-31-2616-50,2616,SB 113A St between 132 - 130 Ave,113A St SB between 132 - 130 Ave,50,5/31/2019 0:00,39.2833,0,44,64,16,5,0,129,53.590769,-113.51655
2019-05-31-2701-50,2701,EB 112 Ave btwn 55 - 53 St,EB 112 Ave btwn 55 - 53 St,50,5/31/2019 0:00,13.8,0,18,47,5,2,0,72,53.56726,-113.424608
2019-03-31-7098-60,7098,WB 23 Ave west of 119 St,WB 23 Ave west of 119 St,60,3/31/2019 0:00,7.1667,0,0,16,24,7,0,47,53.45593,-113.54664
2019-07-31-2620-50,2620,SB 50 St between Fulton Rd - 101A Ave,50 St SB between Fulton Rd - 101A Ave,50,7/31/2019 0:00,61.0167,0,70,106,14,7,0,197,53.544938,-113.418682
2019-04-30-7169-100,7169,EB Anthony Henday Dr between 66 St - Manning Dr,EB Anthony Henday Dr between 66 St - Manning Dr,100,4/30/2019 0:00,52.2833,0,0,125,316,125,0,566,53.640788,-113.416553
2019-06-30-2631-50,2631,EB 139 Ave between 119 - 117 St,EB 139 Ave between 119 - 117 St,50,6/30/2019 0:00,3.75,0,1,4,1,1,0,7,53.601413,-113.523499
2019-05-31-2469-50,2469,EB 132 Ave between 123 - 121 St,132 Ave EB between 123 - 121 St,50,5/31/2019 0:00,42.1167,0,30,73,12,1,0,116,53.592169,-113.531959
2019-07-31-2504-50,2504,EB 82 Ave between 98 - 97 St,82 Ave EB between 98 - 97 St,50,7/31/2019 0:00,60.2,0,67,127,20,5,0,219,53.517987,-113.481252
2019-03-31-7170-80,7170,WB Whitemud Dr at 50 St,WB Whitemud Dr at 50 St,80,3/31/2019 0:00,36.55,0,0,238,372,154,0,764,53.487351,-113.418087
2019-06-30-4176-30,4176,NB 163 St btwn 103 - 104 Ave,NB 163 St Btwn 103 - 104 Ave,30,6/30/2019 0:00,6.5,0,5,31,16,2,0,54,53.545632,-113.602631
2019-01-31-7121-100,7121,SB Anthony Henday Dr south of 100 Ave,Anthony Henday Dr SB south of 100 Ave,100,1/31/2019 0:00,18.6333,0,0,40,111,37,0,188,53.533539,-113.659522
2019-04-30-2723-50,2723,NB 95 St between 112 - 114 Ave,NB 95 St between 112 - 114 Ave,50,4/30/2019 0:00,4,0,1,1,1,0,0,3,53.562659,-113.48715
2019-04-30-7075-70,7075,WB Yellowhead Tr at 7710 Yellowhead Tr,WB Yellowhead Tr at 7710 Yellowhead Tr,70,4/30/2019 0:00,92.75,0,0,317,491,192,0,1000,53.582509,-113.459589
2019-07-31-2681-50,2681,EB Stony Plain Rd at 133 St,EB Stony Plain Rd at 133 St,50,7/31/2019 0:00,74.5333,0,0,339,75,17,0,431,53.54621,-113.551281
2019-05-31-4013-30,4013,WB 132 Ave btwn 86 - 88 St,WB 132 Ave btwn 86 - 88 St,30,5/31/2019 0:00,2,0,1,1,1,2,0,5,53.59217,-113.474418
2019-03-31-4153-30,4153,EB 144 Ave btwn 88A -E of 87 St,EB 144 Ave btwn 88A -E of 87 St,30,3/31/2019 0:00,1.75,0,1,17,4,0,0,22,53.606109,-113.474862
2019-04-30-2801-50,2801,EB Whitemud Dr between 76 - 66 St,EB Whitemud Dr between 76 - 66 St,50,4/30/2019 0:00,19.5,0,19,77,42,28,0,166,53.48501,-113.448169
2019-05-31-2727-60,2727,EB 111 Ave between 113 - 110 St,EB 111 Ave between 113 - 110 St,60,5/31/2019 0:00,14.7,0,0,17,2,3,0,22,53.558828,-113.512997
2019-07-31-2749-50,2749,WB 95 Ave between 158 - 160 St,WB 95 Ave between 158 - 160 St,50,7/31/2019 0:00,62.1,0,0,191,49,11,0,251,53.531558,-113.59558
2019-06-30-4112-30,4112,SB 96 St N of 68 - 66 Ave,SB 96 St N of 68 - 66 Ave,30,6/30/2019 0:00,21.05,0,26,52,23,5,0,106,53.503962,-113.476442
2019-06-30-4087-30,4087,WB 37A Ave btwn 23 St - E of 28 St,WB 37A Ave btwn 23 - 28 St,30,6/30/2019 0:00,16.5833,0,39,52,26,15,0,132,53.472505,-113.37922
2019-01-31-2502-50,2502,WB 82 Ave between 87 - 89 St,82 Ave WB between 87 - 89 St,50,1/31/2019 0:00,36.3,0,63,96,15,8,0,182,53.518029,-113.462871
2019-02-28-4123-30,4123,NB 184 St - N of Dechene Rd - 57 Ave,NB 184 St - N of Dechene Rd - 57 Ave,30,2/28/2019 0:00,1.75,0,0,3,1,0,0,4,53.489977,-113.641307
2019-03-31-2795-60,2795,NB 159 St between Whitemud Dr - 87 Ave,NB 159 St between Whitemud Dr - 87 Ave,60,3/31/2019 0:00,10.9167,0,0,16,4,1,0,21,53.515775,-113.596704
2019-01-31-7196-100,7196,WB Anthony Henday Dr between 18 - 66 St,WB Anthony Henday Dr between 18 - 66 St,100,1/31/2019 0:00,19.8833,0,0,22,58,28,0,108,53.637547,-113.40233
2019-03-31-2518-50,2518,SB 109 St between 110 - 108 Ave,109 St SB between 110 - 108 Ave,50,3/31/2019 0:00,50.85,0,53,90,12,9,0,164,53.554806,-113.50853
2019-04-30-7018-100,7018,NB Anthony Henday Dr. @ Yellowhead Tr,Anthony Henday Dr. NB @ Yellowhead Tr.,100,4/30/2019 0:00,56.1833,0,0,91,198,68,0,357,53.574289,-113.661228
2019-03-31-2727-60,2727,EB 111 Ave between 113 - 110 St,EB 111 Ave between 113 - 110 St,60,3/31/2019 0:00,22.9,0,0,21,4,1,0,26,53.558828,-113.512997
2019-04-30-2538-50,2538,NB 163 St between 89 - 93 Ave,163 St NB between 89 - 93 Ave,50,4/30/2019 0:00,31.6333,0,15,24,7,2,0,48,53.526049,-113.60277
2019-03-31-2616-50,2616,SB 113A St between 132 - 130 Ave,113A St SB between 132 - 130 Ave,50,3/31/2019 0:00,31,0,22,37,8,4,0,71,53.590769,-113.51655
2019-02-28-4167-30,4167,EB 114 Ave Btwn 38 - 36 St,EB 114 Ave btwn 38 - 36 St,30,2/28/2019 0:00,3.0333,0,2,14,5,3,0,24,53.566801,-113.398152
2019-01-31-2632-50,2632,EB 106 Ave between Fulton Dr - 65 St,106 Ave EB between Fulton Dr - 65 St,50,1/31/2019 0:00,34.5,0,28,72,9,5,0,114,53.54926,-113.43199
2019-04-30-4113-30,4113,WB 76 Ave btwn 105 - 106 St,WB 76 Ave btwn 105 - 106 St,30,4/30/2019 0:00,3,0,15,16,6,2,0,39,53.512272,-113.50245
2019-07-31-2445-50,2445,NB 142 St btwn 104A - 105 Ave,142 St NB btwn 104A-105 Ave,50,7/31/2019 0:00,62.4325,0,81,176,29,8,0,294,53.547252,-113.565749
2019-06-30-7016-80,7016,WB Whitemud Dr. east of 17 St,WB Whitemud Dr east of 17 Street,80,6/30/2019 0:00,22.6333,0,0,114,180,82,0,376,53.48261,-113.362748
2019-01-31-7044-100,7044,EB Yellowhead Trail at 215 St,EB Yellowhead Tr at 215 St,100,1/31/2019 0:00,49.75,0,0,70,148,53,0,271,53.570049,-113.689558
2019-07-31-2615-50,2615,NB 113A St between 134 - 136 Ave,113A St NB between 134 - 136 Ave,50,7/31/2019 0:00,68.0833,0,67,111,15,7,0,200,53.596692,-113.516564
2019-06-30-2615-50,2615,NB 113A St between 134 - 136 Ave,113A St NB between 134 - 136 Ave,50,6/30/2019 0:00,59.0833,0,69,116,16,7,0,208,53.596692,-113.516564
2019-05-31-4092-30,4092,EB 144 Ave E of 92 St - 88A St,EB 144 Ave E of 92 St - 88A St,30,5/31/2019 0:00,7.5167,0,1,12,3,1,0,17,53.605691,-113.478868
2019-03-31-2679-50,2679,WB Hermitage Rd between Homestead Cr - Henry Ave,Hermitage Rd WB between Homestead Cr - Henry Ave,50,3/31/2019 0:00,30.6667,0,0,75,10,5,0,90,53.584449,-113.402541
2019-02-28-4018-30,4018,EB 132 Ave btwn 137 - 135 St,EB 132 Ave btwn 137 - 135 St,30,2/28/2019 0:00,3.25,0,6,4,5,1,0,16,53.59262,-113.55498
2019-02-28-2620-50,2620,SB 50 St between Fulton Rd - 101A Ave,50 St SB between Fulton Rd - 101A Ave,50,2/28/2019 0:00,14.75,0,7,16,0,0,0,23,53.544938,-113.418682
2019-03-31-2737-50,2737,WB 106 Ave between 65 - 67 St,WB 106 Ave between 65 - 67 St,50,3/31/2019 0:00,80.95,0,139,327,60,17,0,543,53.549339,-113.43199
2019-04-30-4055-30,4055,NB 106 St btwn 36A - 40 Ave,NB 106 St btwn 36A - 40 Ave,30,4/30/2019 0:00,13.7167,0,34,62,29,21,0,146,53.473582,-113.504141
2019-05-31-2726-60,2726,WB 111 Ave between 113 - 116 St,WB 111 Ave between 113 - 116 St,60,5/31/2019 0:00,7.3667,0,0,9,0,0,0,9,53.55894,-113.518565
2019-01-31-7082-100,7082,WB Anthony Henday Dr at 97 St,Anthony Henday Dr WB at 97 St,100,1/31/2019 0:00,41.1167,0,0,79,146,48,0,273,53.647162,-113.489331
2019-02-28-7202-50,7202,SB 127 St between 137 - 135 Ave,SB 127 St between 137 - 135 Ave,50,2/28/2019 0:00,3,0,0,1,0,0,0,1,53.59765,-113.54118
2019-01-31-4153-30,4153,EB 144 Ave btwn 88A -E of 87 St,EB 144 Ave btwn 88A -E of 87 St,30,1/31/2019 0:00,2,0,3,9,1,1,0,14,53.606109,-113.474862
2019-07-31-2537-50,2537,WB 51 Ave between 116 -122 St,51 Ave WB between 116 - 122 St,50,7/31/2019 0:00,7.9667,0,7,10,4,1,0,22,53.488348,-113.536111
2019-05-31-7127-100,7127,WB Anthony Henday Dr at Whitemud Creek,Anthony Henday Dr WB at Whitemud Creek,100,5/31/2019 0:00,18.6667,0,0,117,185,69,0,371,53.428712,-113.563528
2019-03-31-2538-50,2538,NB 163 St between 89 - 93 Ave,163 St NB between 89 - 93 Ave,50,3/31/2019 0:00,26.35,0,12,10,4,1,0,27,53.526049,-113.60277
2019-01-31-4110-30,4110,SB 65 St btwn 106 - 104 Ave,SB 65 St btwn 106 - 104 Ave,30,1/31/2019 0:00,11.15,0,33,60,14,5,0,112,53.547961,-113.431241
2019-04-30-2543-50,2543,EB 82 Ave between 89 - 87 St,82 Ave EB between 91 - 87 St,50,4/30/2019 0:00,94.0333,0,188,356,56,16,1,617,53.518029,-113.464398
2019-03-31-7022-80,7022,WB Whitemud Dr at 111 St,WB Whitemud Dr at 111 St.,80,3/31/2019 0:00,8.6167,0,0,11,13,3,0,27,53.482919,-113.51717
2019-04-30-4189-30,4189,SB 91 St S of 88 - 86 Ave,SB 91 St S of 88 - 86 Ave,30,4/30/2019 0:00,9.4333,0,27,96,19,9,0,151,53.522559,-113.46744
2019-02-28-4072-30,4072,SB 48 St btwn 32 - 28 Ave,SB 48 St btwn 32 - 28 Ave,30,2/28/2019 0:00,3.0833,0,1,0,0,0,0,1,53.46136,-113.41663
